"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.i1","Answer.i2","Answer.i3","Approve","Reject"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","20K1CSTMOFXRLTKP3I5YLNXJFM2SPH","A3P4HPBCBQDRPQ","Approved","Fri Apr 13 05:24:58 GMT 2012","Fri Apr 13 05:25:33 GMT 2012","Thu Apr 19 22:25:33 PDT 2012","Fri Apr 13 11:12:33 PDT 2012","","","35","100% (1/1)","100% (1/1)","100% (1/1)","Skating","Fishing","Driving"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","20SONNVRH1KHWAUNISY6VV9LKW9XOE","A118AUTYE4JG67","Approved","Fri Apr 13 12:28:59 GMT 2012","Fri Apr 13 12:29:17 GMT 2012","Fri Apr 20 05:29:17 PDT 2012","Fri Apr 13 11:12:30 PDT 2012","","","18","100% (1/1)","100% (1/1)","100% (1/1)","Music","Food","Trekking"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","20W5UUKQOYGNQXHUJPFG8107SVHXFR","A1IV0802ICNA0A","Approved","Fri Apr 13 08:25:58 GMT 2012","Fri Apr 13 08:26:22 GMT 2012","Fri Apr 20 01:26:22 PDT 2012","Fri Apr 13 11:12:25 PDT 2012","","","24","100% (1/1)","100% (1/1)","100% (1/1)","baseball","vests","country music"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","211Y8TNKIMZSU60M89TOU0PGVF4XAE","AIKWGDVVYTOWX","Approved","Fri Apr 13 07:23:59 GMT 2012","Fri Apr 13 07:24:41 GMT 2012","Fri Apr 20 00:24:41 PDT 2012","Fri Apr 13 11:12:39 PDT 2012","","","42","100% (1/1)","100% (1/1)","100% (1/1)","watching movie","listening music","painting"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","21A8IUB2YU98RI80CSUL8FBJ9IPK88","A1OX7P2VP3XCK3","Approved","Fri Apr 13 04:32:24 GMT 2012","Fri Apr 13 04:32:43 GMT 2012","Thu Apr 19 21:32:43 PDT 2012","Fri Apr 13 11:12:30 PDT 2012","","","19","100% (1/1)","100% (1/1)","100% (1/1)","teaching","eating","sleeping"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","21A8IUB2YU98RI80CSUL8FBJ9IQ8KX","A5RO4R3JSJ6JN","Approved","Fri Apr 13 09:57:41 GMT 2012","Fri Apr 13 09:58:07 GMT 2012","Fri Apr 20 02:58:07 PDT 2012","Fri Apr 13 11:12:32 PDT 2012","","","26","100% (1/1)","100% (1/1)","100% (1/1)","painting","dancing","singing"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","21DPHIT3HVWA3LYDT4AQA172Z9ACK6","AL1J7FVBVNPCG","Approved","Fri Apr 13 06:18:01 GMT 2012","Fri Apr 13 06:18:47 GMT 2012","Thu Apr 19 23:18:47 PDT 2012","Fri Apr 13 11:12:34 PDT 2012","","","46","100% (1/1)","100% (1/1)","100% (1/1)","Cooking","Drawing","jogging"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","21KQV66RLPHI14X2NRMKQ62NJQ46EP","A92JT4BGL0GV3","Approved","Fri Apr 13 04:41:49 GMT 2012","Fri Apr 13 04:42:43 GMT 2012","Thu Apr 19 21:42:43 PDT 2012","Fri Apr 13 11:12:31 PDT 2012","","","54","100% (1/1)","100% (1/1)","100% (1/1)","Reading","playing computer games","Cycling"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","21KQV66RLPHI14X2NRMKQ62NJQ66ER","A37EI85CF7LZQS","Approved","Fri Apr 13 17:26:11 GMT 2012","Fri Apr 13 17:26:56 GMT 2012","Fri Apr 20 10:26:56 PDT 2012","Fri Apr 13 11:12:33 PDT 2012","","","45","100% (1/1)","100% (1/1)","100% (1/1)","CHATTING WITH FRIENDS","DRIVING CAR","GYMING"
"25DR14IXKO2LH3XL3D1653YOCCGBAN","2QS6KW4ZMAZHPS7S67ROVNVRH1L8H7","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 04:22:46 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 04:22:46 GMT 2012","","","21Q0LWSBRI8I2CI5LQZJPSTLB3MD14","A33CTXG6M0L4ON","Approved","Fri Apr 13 08:06:53 GMT 2012","Fri Apr 13 08:07:24 GMT 2012","Fri Apr 20 01:07:24 PDT 2012","Fri Apr 13 11:12:36 PDT 2012","","","31","100% (1/1)","100% (1/1)","100% (1/1)","jewels","make up kit","dress materials"
