"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","209M8JIA0RYNRAIUA1D0DBMJTUP05N","A32OGX9HBH9LV1","Approved","Sat Apr 14 06:52:50 GMT 2012","Sat Apr 14 06:53:13 GMT 2012","Fri Apr 20 23:53:13 PDT 2012","Sat Apr 14 20:35:38 PDT 2012","","","23","100% (1/1)","100% (1/1)","100% (1/1)","reading","writing","biking"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","20K1CSTMOFXRLTKP3I5YLNXJFMBSPQ","A3OD1R85A92NHA","Approved","Sat Apr 14 17:56:20 GMT 2012","Sat Apr 14 17:56:45 GMT 2012","Sat Apr 21 10:56:45 PDT 2012","Sat Apr 14 20:35:48 PDT 2012","","","25","100% (1/1)","100% (1/1)","100% (1/1)","video games","playing the drums","cooking"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","20O618N46UXFKEKCOT5TVDSNTKURP3","A2SQU0H0EO6QNO","Approved","Sat Apr 14 22:11:51 GMT 2012","Sat Apr 14 22:12:04 GMT 2012","Sat Apr 21 15:12:04 PDT 2012","Sat Apr 14 20:35:43 PDT 2012","","","13","100% (1/1)","100% (1/1)","100% (1/1)","meditating","hiking","mountain biking"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","20SJG5TYMNCW6CKG6QJS0HX11JTMIR","AIF6AB0Y35Z3F","Approved","Sat Apr 14 02:59:38 GMT 2012","Sat Apr 14 03:00:35 GMT 2012","Fri Apr 20 20:00:35 PDT 2012","Sat Apr 14 20:35:39 PDT 2012","","","57","100% (1/1)","100% (1/1)","100% (1/1)","Antique cars","Polo Cologne","John Deere Tractors"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","211ZJMJUNU8L777ERXWRH8D8J3ZG0H","A1U8EAFHLK6N83","Approved","Fri Apr 13 20:38:36 GMT 2012","Fri Apr 13 20:38:49 GMT 2012","Fri Apr 20 13:38:49 PDT 2012","Sat Apr 14 20:35:41 PDT 2012","","","13","100% (1/1)","100% (1/1)","100% (1/1)","Music","Movies","Gadgets"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","21T4IXKO2L92PFS31NO36OCCF0HCDX","AEDC4I5BVKECG","Approved","Sat Apr 14 00:31:11 GMT 2012","Sat Apr 14 00:31:45 GMT 2012","Fri Apr 20 17:31:45 PDT 2012","Sat Apr 14 20:35:39 PDT 2012","","","34","100% (1/1)","100% (1/1)","100% (1/1)","Crafts","Vinyl Records","Vintage clothes"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","21T4IXKO2L92PFS31NO36OCCF0IDCZ","A3EOMJ94I0HF2H","Approved","Sat Apr 14 04:23:36 GMT 2012","Sat Apr 14 04:24:15 GMT 2012","Fri Apr 20 21:24:15 PDT 2012","Sat Apr 14 20:35:46 PDT 2012","","","39","100% (1/1)","100% (1/1)","100% (1/1)","video games","zombies","dogs"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","224WY2AOO2GMUFWVFXHSKM6IAA9441","A1UKVNDE1MCPP3","Approved","Sat Apr 14 04:13:14 GMT 2012","Sat Apr 14 04:13:30 GMT 2012","Fri Apr 20 21:13:30 PDT 2012","Sat Apr 14 20:35:43 PDT 2012","","","16","100% (1/1)","100% (1/1)","100% (1/1)","basketball","clothing","video games"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","226IUUU00OQKSBKP99ZSAU2680HUUX","A2LV73C1ILVHSM","Approved","Fri Apr 13 22:00:04 GMT 2012","Fri Apr 13 22:00:35 GMT 2012","Fri Apr 20 15:00:35 PDT 2012","Sat Apr 14 20:35:36 PDT 2012","","","31","100% (1/1)","100% (1/1)","100% (1/1)","Coffee","M & M's","Jack Johnson Music"
"2SST2D5NQYN5N467AXWT6MNCWYD956","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Fri Apr 13 18:22:35 GMT 2012","100","Department:Survey","120","604800","Fri Apr 20 18:22:35 GMT 2012","","","22LLB3L0FBJ9QPRQ50IE3E5RPR5XLY","A3L8C3IF955Z65","Approved","Fri Apr 13 20:48:17 GMT 2012","Fri Apr 13 20:48:35 GMT 2012","Fri Apr 20 13:48:35 PDT 2012","Sat Apr 14 20:35:39 PDT 2012","","","18","100% (1/1)","100% (1/1)","100% (1/1)","reading","reality television","movies"
