"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.i1","Answer.i2","Answer.i3","Approve","Reject"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","200H88MQU6L5WCBJ9IIX54AIJFOBUB","A26JSL4VNPXGTV","Approved","Sun Apr 15 07:27:03 GMT 2012","Sun Apr 15 07:27:22 GMT 2012","Sun Apr 22 00:27:22 PDT 2012","Mon Apr 16 15:59:32 PDT 2012","","","19","100% (1/1)","100% (1/1)","100% (1/1)","Music","Dancing","Technology"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","209M8JIA0RYNRAIUA1D0DBMJTU750A","A1HVK0I9X98UPJ","Approved","Mon Apr 16 08:42:59 GMT 2012","Mon Apr 16 08:43:10 GMT 2012","Mon Apr 23 01:43:10 PDT 2012","Mon Apr 16 15:59:32 PDT 2012","","","11","100% (1/1)","100% (1/1)","100% (1/1)","Video Games","Comic Books","Horror Movies"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","20N66RLPHIT3PWCHM196ANJQ21TG8M","A35ILLSSK06G0S","Approved","Mon Apr 16 00:39:06 GMT 2012","Mon Apr 16 00:39:26 GMT 2012","Sun Apr 22 17:39:26 PDT 2012","Mon Apr 16 15:59:33 PDT 2012","","","20","100% (1/1)","100% (1/1)","100% (1/1)","shopping","cooking","travel"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","20O618N46UXFKEKCOT5TVDSNTKYPR5","A1B12GE9482N2K","Approved","Sun Apr 15 06:21:36 GMT 2012","Sun Apr 15 06:22:23 GMT 2012","Sat Apr 21 23:22:23 PDT 2012","Mon Apr 16 15:59:33 PDT 2012","","","47","100% (1/1)","100% (1/1)","100% (1/1)","relaxing","horseback riding","gaming"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","20SJG5TYMNCW6CKG6QJS0HX11JFIM9","A2AU4IF7RH6RR3","Approved","Mon Apr 16 12:48:41 GMT 2012","Mon Apr 16 12:48:57 GMT 2012","Mon Apr 23 05:48:57 PDT 2012","Mon Apr 16 15:59:33 PDT 2012","","","16","100% (1/1)","100% (1/1)","100% (1/1)","Aviation","Cars","Video games"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","20V9Z0B6UTO615U2JAMRSGPWSWLOZG","A1ION5DMUTIST1","Approved","Sun Apr 15 05:31:04 GMT 2012","Sun Apr 15 05:31:33 GMT 2012","Sat Apr 21 22:31:33 PDT 2012","Mon Apr 16 15:59:33 PDT 2012","","","29","100% (1/1)","100% (1/1)","100% (1/1)","cooking","football","video games"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","20YSVQ8H88MQ271CFSMCQ1RXX4Q7QF","A2XFH4SYR81VSE","Approved","Sun Apr 15 04:16:20 GMT 2012","Sun Apr 15 04:16:45 GMT 2012","Sat Apr 21 21:16:45 PDT 2012","Mon Apr 16 15:59:33 PDT 2012","","","25","100% (1/1)","100% (1/1)","100% (1/1)","reading","facebook","texting"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","21DFQ0ONNVRH9LXV0V7RJ76NV90LU6","A2KF7VM3JBEM62","Approved","Sun Apr 15 03:45:24 GMT 2012","Sun Apr 15 03:46:04 GMT 2012","Sat Apr 21 20:46:04 PDT 2012","Mon Apr 16 15:59:33 PDT 2012","","","40","100% (1/1)","100% (1/1)","100% (1/1)","dancing","photography","camping"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","21DFQ0ONNVRH9LXV0V7RJ76NV9BULQ","A2VX8B1CJXRN2","Approved","Mon Apr 16 12:16:38 GMT 2012","Mon Apr 16 12:17:06 GMT 2012","Mon Apr 23 05:17:06 PDT 2012","Mon Apr 16 15:59:33 PDT 2012","","","28","100% (1/1)","100% (1/1)","100% (1/1)","fishing","camping","reading"
"25DR14IXKO2LH3XL3D1653YOCCKBAR","2656SK9RJ85O7JFL831AXMOOQ5F5TC","List 3 things that someone you know likes","List someone's interests as though you were considering buying a gift for this person.","data collection, people you know, lists, list","$0.02","Sun Apr 15 03:37:23 GMT 2012","100","","120","604800","Sun Apr 22 03:37:23 GMT 2012","","","21DPHIT3HVWA3LYDT4AQA172Z9YCKU","A3H1K4UFJ80H6A","Approved","Mon Apr 16 05:20:26 GMT 2012","Mon Apr 16 05:20:54 GMT 2012","Sun Apr 22 22:20:54 PDT 2012","Mon Apr 16 15:59:33 PDT 2012","","","28","100% (1/1)","100% (1/1)","100% (1/1)","fishing","excercising","cooking"
